Mean,Variance,Standard Deviation,Entropy,Skewness,Kurtosis,Correlation,Class
18.0909729,1529.572632,39.10975111,0.010250861,2.890521001,9.017767761,0.965332535,1
6.616867065,529.0215184,23.00046779,0.109958135,4.103757739,17.62082141,0.94316618,0
4.734237671,383.960204,19.5949025,0.132285971,4.854324562,24.68077158,0.941642504,0
11.19999695,968.4073698,31.11924436,0.066290649,3.15543096,10.1599131,0.982529032,0
25.56535339,1697.079594,41.19562591,0.03396651,2.170704841,5.143209562,0.958000466,1
0.606460571,82.683768,9.093061531,0.003866528,15.46892346,244.4826391,0.812131182,1
11.30986023,593.5862089,24.36362471,0.107949192,2.620017855,7.239243558,0.969248107,0
13.32951355,687.618238,26.22247582,0.148930346,2.365706637,5.985275973,0.973138466,0
8.84854126,605.936729,24.61578211,0.00765488,3.281866221,11.36746294,0.947471859,1
7.716903687,451.270704,21.2431331,0.19663478,3.201768231,10.7329827,0.97325545,0
12.40144348,651.7981942,25.5303387,0.11785922,2.476022192,6.473001702,0.971192662,0
8.068237305,634.4101089,25.18749906,0.244087912,3.554105765,13.20318574,0.970200835,0
8.326660156,343.4050182,18.53119041,0.135800801,2.807580085,8.694914975,0.963217317,0
11.8931427,419.0755785,20.47133553,0.10867355,2.170583908,5.160721221,0.966004659,0
2.837432861,169.215476,13.0082849,0.208027975,4.89678313,24.44820726,0.924830452,0
2.588134766,285.1832196,16.88736864,0.239700328,7.34340012,58.99363627,0.977795709,1
18.15498352,1339.665016,36.60143462,0.026109847,2.915069152,9.834804752,0.967771242,1
12.82228088,1307.646772,36.16139892,0.002854042,3.683063718,15.00023601,0.968684249,1
15.41589355,1240.37276,35.21892616,0.003385656,3.293414892,12.60443857,0.939890055,1
10.92453003,948.9460304,30.80496762,0.003773386,3.723966239,16.14809056,0.964836162,1
8.131240845,522.4915842,22.85807481,0.113376239,3.130847137,9.968260224,0.93822337,0
9.916122437,1271.251655,35.65461618,0.006376642,4.239023059,19.09146757,0.975421342,1
14.1806488,1192.609876,34.53418417,0.002955662,3.461648627,13.92756428,0.946436343,1
2.345977783,354.7581253,18.8350239,0.002513555,8.755066412,80.48726339,0.970072139,1
6.629440308,442.7673989,21.04203885,0.128171613,3.480014551,12.29873588,0.9344967,0
5.96937561,376.6712826,19.40802109,0.279570943,3.578348194,13.14037397,0.976527643,0
12.08329773,927.1875236,30.44975408,0.004338604,3.574745741,15.01666687,0.964534196,1
13.37368774,644.914219,25.39516133,0.06942435,2.30015039,5.504147295,0.964245868,0
10.1554718,532.7059922,23.08042444,0.075596084,2.649365269,7.202054826,0.955565855,0
12.62060547,621.5478752,24.9308619,0.072605928,2.369918658,5.820059898,0.964081408,0
8.975204468,487.7361708,22.08474973,0.087573865,2.819185303,8.123925709,0.954125269,0
4.555831909,279.7285474,16.72508737,0.130689884,3.983427534,16.11125191,0.937532775,0
10.59434509,464.6634086,21.55605271,0.105178022,2.621592605,7.413580606,0.97171913,0
16.71795654,705.2912871,26.55732078,0.060782194,2.065410031,4.624853277,0.945794134,0
15.0740509,669.1469509,25.86787488,0.061679986,2.178012566,5.02896779,0.945144305,0
13.20018005,626.9089815,25.03815052,0.071509492,2.316503768,5.607954176,0.946188168,0
16.34814453,700.6194995,26.46921796,0.053987636,2.111985749,4.81193466,0.944515621,0
14.72741699,664.3663185,25.77530443,0.066168721,2.198518366,5.111848601,0.942411938,0
12.20722961,593.6131892,24.3641784,0.072914811,2.410697662,6.044933418,0.946180649,0
3.791275024,236.9940284,15.39461037,0.135700993,4.393194105,19.64827584,0.916114723,0
10.83024597,470.9933965,21.70238228,0.082253762,2.411217703,6.076447808,0.960704237,0
6.909576416,340.450135,18.45129088,0.097934632,3.05391114,9.608067191,0.950113416,0
5.5831604,281.1888286,16.76868595,0.118919579,3.374198077,11.69570741,0.943962106,0
8.130264282,451.8210466,21.25608258,0.199724944,3.05373544,9.828602978,0.972531096,0
15.75559998,654.5817597,25.58479548,0.054627087,2.066382162,4.564217818,0.951487772,0
10.55461121,508.1955444,22.54319286,0.067180696,2.518299853,6.523663787,0.945906577,0
6.178375244,337.3355644,18.36669715,0.071591553,3.293967428,10.99486838,0.938350199,0
5.547393799,575.0918109,23.98107193,0.029570777,5.054751959,27.56422508,0.963897564,1
15.19721985,644.5793335,25.38856698,0.059786717,2.09910154,4.685369056,0.954260745,0
4.856170654,278.1640992,16.67825228,0.109850397,3.725700328,14.04773595,0.932212445,0
7.998001099,735.3453844,27.11725252,0.284557336,3.810218272,15.12644294,0.977838069,0
12.4087677,1377.71507,37.11758438,0.002864565,3.549467851,13.17950811,0.945730843,1
1.149185181,160.8324323,12.68197273,0.011118252,11.48454893,135.3439981,0.9240202,1
17.49909973,1800.507893,42.43239203,0.005010196,2.995870143,9.381699319,0.95169459,1
20.19268799,2007.077167,44.8004148,0.004687856,2.798325039,8.251465509,0.934818127,1
12.52365112,1370.158444,37.01565134,0.004962377,3.43027058,12.2595203,0.942202245,1
2.477981567,341.7890347,18.48753728,0.016117108,7.934115378,65.26256702,0.954920687,1
5.207733154,452.6084864,21.27459721,0.002927542,4.660797921,23.11503231,0.902028086,1
6.140319824,458.9269273,21.42257985,0.106238714,3.872517541,15.43989226,0.930050101,0
6.547164917,404.3692735,20.10893517,0.21394414,3.47686744,12.4876181,0.980545498,0
16.09854126,844.3501218,29.05770331,0.122893565,2.203231857,5.203075965,0.97715812,0
3.917907715,429.7208739,20.72970993,0.002248511,5.770533234,34.83876377,0.942754501,1
7.883285522,439.7603304,20.97046329,0.135092762,3.03716041,9.484566584,0.955294576,0
7.295608521,450.5508284,21.22618261,0.197032029,3.308409576,11.31986186,0.975674353,0
13.30259705,725.5560442,26.93614754,0.109063379,2.432707704,6.197910135,0.976443988,0
16.97555542,879.5146424,29.65661212,0.125998765,2.128225586,4.897787098,0.976319587,0
13.03649902,804.014078,28.355142,0.013233729,2.64758551,7.265761245,0.943730003,1
4.010101318,435.5690693,20.87029155,0.002339552,5.711189325,33.89240128,0.907942096,1
8.779251099,783.7802952,27.99607643,0.125410581,3.563159574,12.97068756,0.922637895,0
2.956054688,387.238358,19.67837285,0.001954236,6.999018374,49.93858788,0.924758188,1
6.406311035,533.0994522,23.08894654,0.146895006,3.98670818,16.26242389,0.932281958,0
5.546142578,250.2861305,15.82043395,0.113115307,3.369396388,11.87336492,0.970546321,0
6.962677002,315.0932425,17.75086596,0.106142012,3.182019035,10.80498063,0.967503008,0
12.1539917,512.1767657,22.63132267,0.078828827,2.469554928,6.964656172,0.941841479,0
10.91120911,470.9678665,21.70179409,0.069035185,2.502397722,6.640053683,0.953417601,0
13.05577087,1649.239921,40.61083502,0.002359937,3.54560797,12.97944078,0.96984933,1
11.36099243,1445.374283,38.01807838,0.001623744,3.762021168,14.60718719,0.96493537,1
15.55429077,1623.931433,40.29803262,0.006002263,3.10340878,10.15328295,0.978245405,1
10.41160583,964.1174555,31.05024083,0.092963379,3.410867124,11.92283387,0.982659798,0
2.68661499,432.9222523,20.80678381,0.002686292,8.028123401,65.55799752,0.966203463,1
16.65306091,1894.778596,43.52905462,0.008009087,3.057469328,9.669701966,0.963895488,1
28.84266663,2568.612701,50.68148282,0.030700376,2.231152389,5.243229154,0.966827014,1
20.157547,2074.147559,45.54281018,0.0273357,2.695958494,7.520499593,0.964819662,1
17.12094116,1697.062541,41.19541893,0.068762885,2.826112604,8.319103724,0.964306536,1
6.000411987,719.3239605,26.82021552,0.006179869,4.808075947,23.65525894,0.961953367,1
3.988449097,428.4135469,20.69815323,0.002563415,5.621558347,32.74666775,0.917551606,1
5.738418579,580.8787191,24.10142566,0.006190351,4.65055967,22.55055805,0.930623682,1
18.97640991,1248.927951,35.34017475,0.069442015,2.272305859,5.414393387,0.949631085,0
6.555969238,515.7772731,22.71073035,0.118280533,3.907169171,15.8059304,0.941011019,0
14.146698,717.4334911,26.78494897,0.006462042,2.569636807,7.226473788,0.970841654,1
17.64471436,819.5247494,28.62734269,0.033047696,2.255477512,5.652460437,0.973761154,1
14.68351746,755.6063531,27.48829484,0.030298849,2.499076773,6.832515408,0.969343012,1
4.86567688,421.1175019,20.52114767,0.011043126,4.610200007,21.92531962,0.964252975,1
4.414642334,398.7421713,19.96852952,0.011096779,4.901180886,24.69351103,0.95475093,1
2.422164917,247.8180434,15.74223756,0.009783068,6.910118903,49.16519009,0.919462948,1
0.225570679,19.6549841,4.433394196,0.008241676,20.44831479,431.3629627,0.606711698,1
15.94845581,816.6750292,28.57752665,0.104139226,2.2503492,5.533075509,0.967461467,0
3.467315674,318.306788,17.84115433,0.003046999,6.324121552,44.90419572,0.950569355,1
6.920501709,648.5941627,25.46751191,0.001165346,4.730872798,24.91884546,0.945608126,1
7.752166748,850.7803488,29.16813928,0.000953595,4.66715711,23.7974439,0.966914495,1
10.81884766,1077.02096,32.8179975,0.00120072,3.909117313,16.88115273,0.968453292,1
8.786270142,973.3068347,31.19786587,0.001268321,4.298001257,19.89314431,0.963345904,1
13.17985535,1069.944314,32.71000327,0.003522596,3.519888022,14.29336345,0.964051245,1
4.818847656,650.1971808,25.49896431,0.001067229,5.934589382,37.13926637,0.968694489,1
8.660079956,530.9830677,23.04306984,0.179579435,3.161064159,10.48204227,0.970203268,0
11.43917847,589.3889425,24.27733393,0.128427032,2.619084215,7.339072011,0.9735972,0
5.892242432,373.623554,19.32934438,0.004830364,4.189629247,18.98253639,0.941156383,1
1.883056641,164.6985993,12.83349521,0.001384139,8.707436417,85.14516032,0.958494629,1
1.504638672,164.847032,12.83927693,0.003682447,9.052347276,84.1609623,0.971441105,1
1.503417969,155.4970217,12.4698445,0.002227882,9.020551624,85.62231631,0.937057973,1
16.96488953,1047.513683,32.36531605,0.109351069,2.398633458,6.275350104,0.968756755,0
15.83892822,1577.121485,39.71298887,0.001698571,3.310757889,11.7771158,0.971085545,1
21.56407166,1959.130422,44.26206527,0.005924423,2.84155511,8.869108686,0.975505109,1
17.57601929,1911.876668,43.72501193,0.001893877,3.157612029,10.65230904,0.967559152,1
16.7660675,1768.082629,42.04857464,0.002594519,3.187912534,10.93697513,0.967725522,1
13.74185181,1461.790563,38.23336976,0.00309208,3.491208385,13.21938778,0.973504323,1
7.550750732,478.6853355,21.87887875,0.190639114,3.42179444,12.28261706,0.978003069,0
8.279769897,1056.647577,32.506116,0.001766155,4.416319947,20.37766575,0.954481847,1
9.895950317,1313.317446,36.23972194,0.001147076,4.288021161,19.52268474,0.964900341,1
19.63894653,1682.37271,41.01673695,0.00286368,3.007441034,10.34651957,0.961926759,1
6.573822021,908.4194661,30.13999778,0.000909417,5.27976702,29.80556094,0.948791459,1
3.551849365,388.7118343,19.71577628,0.002082164,6.04256234,38.19664353,0.941033216,1
14.55366516,905.5464534,30.09229891,0.081855598,2.603857985,7.209631186,0.967243141,0
9.540222168,645.6865769,25.41036357,0.090449516,3.186580926,10.65779273,0.95243885,0
3.902008057,275.2441288,16.59048308,0.137015413,4.863508183,24.90565724,0.935306269,0
7.969909668,520.7718646,22.82042648,0.185489103,3.343827823,11.66602023,0.974975725,0
19.7013092,1150.806509,33.92353916,0.071173172,2.259907208,5.768288358,0.965178575,1
15.11502075,824.6550868,28.71680844,0.162169045,2.311142996,5.84850964,0.979158324,0
10.33625793,1012.832936,31.8250363,0.004648108,3.553739112,13.10633481,0.977306097,1
3.52746582,425.9680402,20.6389932,0.003263752,6.175521083,38.91012307,0.963698366,1
14.31735229,736.141257,27.13192321,0.05035903,2.412461855,6.230608969,0.954244406,1
3.499404907,356.8410466,18.89023681,0.003135728,5.811669707,34.80571606,0.918051975,1
16.97737122,780.6235603,27.93964138,0.056682661,2.119797091,4.877371249,0.958943187,0
16.34368896,773.1673907,27.8058877,0.062342886,2.15695814,5.036102703,0.961373406,0
15.36036682,726.5046822,26.9537508,0.068731195,2.264155311,5.586343125,0.958917782,0
14.78347778,702.7717826,26.50984313,0.068917001,2.295648093,5.70013222,0.962911464,0
12.8895874,637.0055344,25.23896857,0.086826243,2.412148821,6.1120235,0.96231005,0
11.20343018,568.1860259,23.83665299,0.07850509,2.593699963,6.992617857,0.957859527,0
8.763824463,462.2679861,21.50041828,0.089336295,2.936384432,8.904825627,0.955289775,0
5.066650391,286.050695,16.91303329,0.105081181,3.870643707,15.46584552,0.937223917,0
0.411529541,19.32388555,4.39589417,0.266987016,12.00266281,153.5953357,0.843275986,0
5.186294556,634.943475,25.19808475,0.002668624,5.310757098,29.59397396,0.919619871,1
9.104537964,1128.865188,33.59858907,0.001186189,4.272818883,19.43706805,0.977768225,1
7.271179199,1196.691128,34.59322374,0.001125149,5.220687154,28.24862352,0.969880417,1
6.776000977,1071.501061,32.73379081,0.001354015,5.335734881,29.69175291,0.980564966,1
6.387084961,1048.311206,32.37763435,0.00139791,5.481609384,30.93388783,0.973587123,1
13.82626343,936.3684034,30.60013731,0.003474186,2.92796981,9.529912606,0.969211152,1
16.25296021,722.0470887,26.8709339,0.049022208,2.096490789,4.64767403,0.962407645,0
12.42576599,557.4617806,23.61062855,0.065268619,2.300052231,5.486203013,0.960136302,0
2.052185059,232.0587394,15.2334743,0.003933718,8.443610145,76.58055916,0.945273266,1
1.731079102,199.1301759,14.11134919,0.005413471,9.053659732,87.51638312,0.937671864,1
9.794754028,925.350649,30.41957674,0.01256024,3.45373694,12.13291592,0.938878875,1
5.180099487,438.1222759,20.93137062,0.140206914,4.393586095,19.78445197,0.923752553,0
8.793945313,549.6423793,23.44445306,0.179589807,3.156988324,10.41756922,0.97199538,0
12.02276611,661.5861193,25.72131644,0.12833906,2.643479702,7.439732886,0.974798493,0
0.249984741,31.87741469,5.64600874,0.008540246,23.21195481,550.1110703,0.777661721,1
0.553405762,66.36638002,8.146556329,0.005260016,15.43418684,245.0804974,0.889899585,1
10.83189392,1328.954984,36.45483485,0.001165043,3.970011573,16.6328785,0.960531788,1
10.55952454,1437.021124,37.90806146,0.002023407,4.125633118,17.79452091,0.981585099,1
12.24235535,1559.671088,39.49267132,0.001402571,3.81509784,15.33786193,0.982073154,1
13.29496765,1620.918837,40.26063633,0.00292578,3.64309524,14.0571415,0.984755493,1
12.71969604,1499.402738,38.72212208,0.009626833,3.659494363,14.24973068,0.981983494,1
8.84487915,1047.997404,32.37278801,0.02218932,4.244423728,19.1915586,0.974038055,1
4.344085693,527.6062872,22.96968191,0.073643902,5.883623105,36.84053788,0.956814743,1
0.197433472,23.23973739,4.82076108,0.057362693,24.95984548,634.433356,0.863802763,1
7.944396973,802.6267964,28.33066883,0.025839148,4.398523778,21.13176095,0.962886807,1
3.78968811,519.1535597,22.78494151,0.001573386,6.493194048,43.88222895,0.926032915,1
20.9768219,1144.456066,33.82981032,0.06225221,2.106235295,4.798338832,0.948807891,0
21.23451233,1208.850174,34.76852275,0.063773926,2.082078809,4.647309551,0.950971911,0
20.43534851,1227.15144,35.03072137,0.066763238,2.144625307,4.882034335,0.952749247,0
18.01152039,1151.582765,33.93497848,0.068396422,2.308349021,5.579498014,0.952181237,0
13.33042908,945.7327793,30.75276864,0.087871577,2.732821877,7.757569734,0.94089811,0
6.110137939,480.8840245,21.92906803,0.118171059,4.110669279,17.53882608,0.938730786,0
