Mean,Variance,Standard Deviation,Entropy,Skewness,Kurtosis,Correlation,Class
8.004425049,598.9887545,24.47424676,0.034747268,3.875112139,16.76702212,0.950148022,1
5.331817627,801.4974311,28.31072996,0.001628281,5.679298822,33.25852548,0.9643697,1
7.843002319,1293.02876,35.9587091,0.001076267,5.019842042,26.06813983,0.970834092,1
8.120254517,1378.972355,37.13451702,0.001107335,4.996705308,25.76809856,0.967288934,1
7.304046631,1296.538496,36.00747833,0.001209058,5.366252783,29.76165312,0.979116814,1
8.240066528,1346.233095,36.69104925,0.001129243,4.877848142,24.53432677,0.959570154,1
6.010620117,918.6739401,30.30963444,0.00140684,5.429397122,30.30010576,0.951036605,1
19.71180725,1273.930947,35.69216926,0.058371943,2.231390695,5.205109652,0.962523464,0
14.44029236,1018.339405,31.91143063,0.082823646,2.612061864,7.061965228,0.956287818,0
8.460464478,663.8213365,25.76473048,0.108795164,3.414699783,11.94931971,0.947393113,0
17.2170105,1022.546032,31.97727368,0.092304821,2.270377082,5.4530392,0.963028647,0
18.59014893,1100.414584,33.1724974,0.075653853,2.241918421,5.366052087,0.96344667,0
22.19883728,1221.920292,34.95597649,0.076636761,2.005905416,4.384442315,0.963273972,0
0.725128174,68.8159071,8.295535372,0.005283725,12.07763372,152.5263975,0.855549718,1
23.21908569,1212.998018,34.82812108,0.056794467,1.964117025,4.211567063,0.961826674,0
3.128921509,520.0509074,22.80462469,0.00193463,7.676034658,60.41270198,0.959570725,1
7.04196167,989.5036993,31.45637772,0.001529026,5.094571273,27.62326755,0.975866605,1
7.082901001,1113.856791,33.37449311,0.000996008,5.301023327,29.59810456,0.972868152,1
6.588592529,1038.877025,32.2316153,0.001469217,5.405850314,30.58782468,0.968503645,1
5.837814331,853.0338479,29.20674319,0.001851169,5.602786077,33.4455424,0.961252146,1
3.937316895,639.2449733,25.28329435,0.001363441,7.056734598,52.33846771,0.948990638,1
1.855361938,327.8288026,18.10604326,0.033150442,10.22568622,107.31438,0.908424359,1
13.43574524,1235.29157,35.14671493,0.21027863,3.049287433,9.780448503,0.976831811,0
20.54637146,1634.333867,40.42689535,0.114392063,2.402431531,6.131974552,0.980150418,0
23.49533081,1762.560889,41.98286423,0.005264928,2.358344815,5.778450506,0.949432519,1
20.06448364,1626.55265,40.3305424,0.003422674,2.589499264,7.007820985,0.94652831,1
16.47883606,1423.003413,37.72271746,0.002126665,2.861531863,8.505209593,0.957386054,1
5.636856079,620.2541931,24.90490299,0.003083953,4.721564302,22.68104896,0.870598546,1
15.91067505,1212.593162,34.82230839,0.063069053,2.672132082,7.417965295,0.966433871,0
14.35368347,1211.478449,34.80629899,0.030448707,2.862591657,8.451629477,0.965089341,1
25.65634155,1748.54251,41.81557736,0.039263914,2.14850726,4.963790643,0.952287039,1
19.97244263,1594.771133,39.93458567,0.006227807,2.501965168,6.472277259,0.92355499,1
24.86326599,1761.245239,41.96719242,0.021315035,2.184439133,4.996571728,0.94111568,1
17.17984009,1413.391451,37.59509876,0.007038574,2.677664711,7.386552885,0.931988701,1
7.35383606,585.8787884,24.20493314,0.291973691,3.598218102,13.26264083,0.981121263,0
4.813812256,759.8439892,27.56526781,0.00140145,6.262669957,41.00212818,0.962703882,1
5.855712891,1002.039145,31.65500189,0.001375887,5.858432415,35.49092457,0.976807037,1
7.111099243,1139.759952,33.76033105,0.001635417,5.270021742,29.04496367,0.972907113,1
9.295837402,1451.735135,38.10164216,0.001253961,4.618352319,22.2435828,0.975005481,1
6.75302124,1085.728566,32.95039554,0.00132058,5.353259944,29.74159001,0.972831099,1
8.985305786,1065.047133,32.63505987,0.001165381,4.42501787,21.28256879,0.96553464,1
7.49331665,750.1488393,27.38884516,0.001553034,4.347953475,20.53300151,0.941768719,1
14.81594849,862.4010908,29.36666632,0.073186311,2.379686254,5.895982119,0.963492942,0
14.72203064,1154.299954,33.97499013,0.037583484,2.85107135,8.766135618,0.967394908,1
5.201904297,820.3625453,28.64197174,0.001445324,5.971113401,37.20229007,0.956566596,1
11.98892212,1674.966924,40.92635977,0.002494031,4.069274958,17.51842479,0.974714174,1
12.88728333,1689.557049,41.10422179,0.003025711,3.871555685,16.06377392,0.963233901,1
9.468841553,1550.021399,39.37031114,0.004238606,4.621431824,22.06348249,0.965951639,1
15.51263428,1714.760844,41.40967089,0.004034252,3.746921068,15.70254896,0.978770264,1
8.00831604,1349.430382,36.7345938,0.011099553,5.097867089,26.96152997,0.977214452,1
6.018875122,1038.603745,32.22737571,0.019559276,5.823639969,35.06202386,0.9752574,1
10.32836914,1107.899874,33.28512993,0.004511865,4.198754171,20.35660507,0.972118185,1
1.479537964,173.4978952,13.17185998,0.008429579,9.265800425,88.1054377,0.886603167,1
3.286682129,115.8577132,10.76372209,0.157266268,3.65951563,13.74893981,0.968299315,0
6.370880127,200.1972267,14.14910692,0.109554058,2.6560541,7.431869469,0.957767764,0
3.886489868,148.5105594,12.18649086,0.1135738,3.550897799,13.01970983,0.953983402,0
21.32357788,1088.517845,32.99269381,0.058841766,1.985585519,4.246902654,0.961192965,0
20.68881226,1082.342368,32.89897213,0.063375437,2.023866048,4.399551222,0.961774398,0
19.49259949,1077.081678,32.81892256,0.079884735,2.090885352,4.664527483,0.965810629,0
17.98548889,1016.477727,31.88224784,0.082560665,2.18118766,5.037262389,0.964056406,0
15.12417603,886.9809437,29.7822253,0.091749933,2.38330202,5.954691566,0.961313387,0
10.59970093,689.1588745,26.25183564,0.104146705,2.884093795,8.584536382,0.94205811,0
5.079910278,361.6977751,19.01835364,0.127461869,4.226383713,18.51326904,0.907344174,0
7.947235107,764.4770834,27.64917871,0.002275953,4.027717469,17.13853795,0.950226028,1
2.707824707,308.3134948,17.55885801,0.00168738,6.97947328,50.33765957,0.908018644,1
18.72143555,1262.297655,35.52882851,0.00569661,2.539745672,6.79390958,0.951447237,1
20.79312134,1336.686392,36.56072198,0.019780242,2.336966043,5.782061761,0.952509219,1
21.35975647,1370.122255,37.0151625,0.027573292,2.225986089,5.214223366,0.94946696,1
6.933700562,734.9031402,27.109097,0.018184921,4.352232551,19.62282442,0.966716517,1
9.969665527,890.4589484,29.84055878,0.00727541,3.54691551,13.22386099,0.942162366,1
1.996658325,241.0024892,15.52425487,0.004923743,8.484897621,74.05526966,0.969306414,1
7.465576172,744.0633636,27.27752488,0.006581492,4.067180006,16.91185025,0.944873297,1
4.330032349,522.4926217,22.85809751,0.001547207,5.732675649,33.87244255,0.929945548,1
4.613967896,574.2182901,23.9628523,0.001658762,5.619602902,32.52678251,0.90552814,1
8.9894104,831.1997201,28.83053451,0.00130814,3.951554841,16.59355317,0.972160845,1
21.1121521,1525.388162,39.05621797,0.008586369,2.374568356,5.89196032,0.94848859,1
6.192352295,671.9129429,25.92128359,0.00243034,4.56217483,21.47390888,0.881088879,1
9.114990234,598.0800176,24.45567455,0.167707173,3.220617731,10.83298281,0.980810858,0
0.927886963,152.7862447,12.36067331,0.003345833,14.3293363,216.1729084,0.935425146,1
18.25198364,917.5663212,30.2913572,0.022025207,2.442962412,6.983201871,0.946640244,1
12.66360474,673.7420753,25.95654205,0.097852479,2.484737094,6.468442453,0.962362826,0
